"Progress","Duration..in.seconds.","Finished","UserLanguage","I2_1","I2_2","E3","E4","Cnos","Cnos_3_TEXT","Calto.","Calto._3_TEXT","Cbajo","Cbajo_3_TEXT","Tnos.","Tnos._3_TEXT","Talto.","Talto._3_TEXT","Tbajo","Tbajo_3_TEXT","P0_time_First.Click","P0_time_Last.Click","P0_time_Page.Submit","P0_time_Click.Count","Cnos_deu_fac.","Cnos_deu_fac._4_TEXT","Cdeu_fac.","Cdeu_fac._4_TEXT","Tnos_deu_fac.","Tnos_deu_fac._4_TEXT","Tdeu_fac.","Tdeu_fac._4_TEXT","Cnos_deu.","Cnos_deu._4_TEXT","Calto_deu","Calto_deu_4_TEXT","Cbajo_deu.","Cbajo_deu._4_TEXT","Tnos_deu.","Tnos_deu._4_TEXT","Talto_deu","Talto_deu_4_TEXT","Tbajo_deu.","Tbajo_deu._4_TEXT","Cnos_deu_min.","Cnos_deu_min._4_TEXT","Calto_deu_min","Calto_deu_min_4_TEXT","Cbajo_deu_min.","Cbajo_deu_min._4_TEXT","Tnos_deu_min.","Tnos_deu_min._4_TEXT","Talto_deu_min","Talto_deu_min_4_TEXT","Tbajo_deu_min.","Tbajo_deu_min._4_TEXT","Cnos_deu.min.","Cnos_deu.min._4_TEXT","Calto_deu.min","Calto_deu.min_4_TEXT","Cbajo_deu.min.","Cbajo_deu.min._4_TEXT","Tnos_deu.min.","Tnos_deu.min._4_TEXT","Talto_deu.min.","Talto_deu.min._4_TEXT","Tbajo_deu.min.","Tbajo_deu.min._4_TEXT","Cnos_int_fac.","Cnos_int_fac._4_TEXT","Cint_fac.","Cint_fac._4_TEXT","Tnos_int_fac.","Tnos_int_fac._4_TEXT","Tint_fac.","Tint_fac._4_TEXT","Cnos_int.","Cnos_int._20_TEXT","Calto_int","Calto_int_20_TEXT","Cbajo_int.","Cbajo_int._20_TEXT","Tnos_int.","Tnos_int._20_TEXT","Talto_int","Talto_int_20_TEXT","Tbajo_int.","Tbajo_int._20_TEXT","Cnos_int_min.","Cnos_int_min._4_TEXT","Calto_int_min","Calto_int_min_4_TEXT","Cbajo_int_min.","Cbajo_int_min._4_TEXT","Tnos_int_min.","Tnos_int_min._4_TEXT","Talto_int_min","Talto_int_min_4_TEXT","Tbajo_int_min.","Tbajo_int_min._4_TEXT","Cnos_int.min.","Cnos_int.min._4_TEXT","Calto_int.min","Calto_int.min_4_TEXT","Cbajo_int.min.","Cbajo_int.min._4_TEXT","Tnos_int.min.","Tnos_int.min._4_TEXT","Talto_int.min.","Talto_int.min._4_TEXT","Tbajo_int.min.","Tbajo_int.min._4_TEXT","P1_time._First.Click","P1_time._Last.Click","P1_time._Page.Submit","P1_time._Click.Count","TC1._1","TC1._2","TC1._3","TC1._4","TC1._5","TC1._6","TC2.","TC2._8_TEXT","LF1.","LF2.","LF3.","PS1._1","PS1._2","DS1.","C1.","C1._10_TEXT","C2.","C3.","PA1","ticket","treat","fac","min","saldo","s","g","int","deuda","int2","deuda2","pago"
"100","272","True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace menos de un mes",NA,NA,NA,NA,"Pago mínimo",NA,NA,NA,NA,NA,NA,NA,"6.471","21.276","22.3","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pago mínimo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.576","11.03","11.575","6","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Casi nunca2","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"No estoy seguro/a","No estoy seguro/a","No estoy seguro","3","5","Compra en la tienda","Estudiante",NA,"Menos de $250.000","Algún estudio universitario o técnico (incompleto)",NA,"7877c32db5c12fb1_194fcf79a1c3965a_1c96a6f842fbc327_54fc2f7796c048e8f25cc4719b6da879","Cdeu",282026,42304,"211520","2","7","9194","291220","39173","321199","0"
"100","782","True","ES","Sí","Sí","Usé 3 o más tarjetas de crédito","Hace menos de un mes","Total a pagar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.606","9.773","12.062","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total a pagar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.864","7.864","8.77","1","Casi siempre4","A veces3","A veces3","Nunca1","Nunca1","Casi nunca2","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"No estoy seguro/a","No estoy seguro/a","No estoy seguro","3","2","Compra en la tienda que está más lejos","Empleado/a",NA,"De $2.000.001 a $3.000.001","Título universitario o técnico","Aprovechar de comprar alguna oferta y con cuotas sin interés ","c13cfffcd2f24f06_194fcf79a1c3965a_044bf447a47bf724_d3799897173e57c911f3c1f30b247505","Cint",282026,42304,"1000000","1","3","9194","291220","39173","321199","0"
"100","116","True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace más de un año",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3bd2451b481231da_194fcf79a1c3965a_8b62854897bcc090_f1ef42115fa872839a1aaa68627e0d25",NA,NA,NA,NA,"1","3",NA,NA,NA,NA,NA
"100","565","True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace más de un mes, pero menos de 6 meses",NA,NA,NA,NA,NA,NA,"
Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.

",NA,NA,NA,NA,NA,"5.258","12.967","13.699","3",NA,NA,NA,NA,"Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.675","13.401","13.99","4","Siempre5","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 1.000","Nada
1
","Mucho
7
","Compra en la tienda","Pensionado/a",NA,"De $1.500.001 a $2.000.000","Título universitario o técnico","Evitar intereses sobre saldo insoluto","abdb3692ba604406_194fcf79a1c3965a_d9dc9324856330af_abe7b3beedfe900691eb320aa4d59bdc","Tdeu",282026,42304,"1000000","1","3","9194","291220","39173","321199","0"
"100","659","True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace menos de un mes","Total a pagar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.281","4.281","7.011","1","Total a pagar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","8.439","0","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Casi nunca2","De forma automática pagando el monto total",NA,"Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","No estoy seguro","Nada
1
","Nada
1
","Compra en la tienda que está más lejos","Pensionado/a",NA,"De $1.500.001 a $2.000.000","Título universitario o técnico","evitar intereses. ","dd708ab665ad86f6_194fcf79a1c3965a_044bf447a47bf724_b77cd7bf5eea1f60a74f3f5d077b5f09","Cdeu",282026,42304,"1000000","1","3","9194","291220","39173","321199","0"
"100","680","True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace menos de un mes",NA,NA,NA,NA,"Otro monto:","182026",NA,NA,NA,NA,NA,NA,"11.84","80.306","107.131","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:",182026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","36.614","0","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 1.000","4","2","Compra en la tienda","Trabajador/a independiente",NA,"De $2.000.001 a $3.000.001","Título universitario o técnico","Tasa de interés compuesto versus tiempo y gastos extra","47386bbb5449f6ad_194fcf79a1c3965a_d9dc9324856330af_d8a5e6f7b605dfb4e8c1556f1f2b8b00","Cint",282026,42304,"211520","1","3","3260","103260","30272","130272","182026"
"100","405","True","ES","Sí","Sí","Usé 3 o más tarjetas de crédito","Hace menos de un mes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.
","200000","19.074","20.794","25.845","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.",2e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","19.826","0","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 1.000","2","Mucho
7
","Compra en la tienda","Pensionado/a",NA,"De $1.500.001 a $2.000.000","Título universitario o técnico","Deber lo menos posible a la tarjeta o al banco","fa256b1918839766_194fcf79a1c3965a_d9dc9324856330af_c1536cf4157a5cea509ce53af7b4008d","Tint",282026,42304,"211520","1","3","2674","84700","29393","111419","200000"
"11","195","False","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace menos de un mes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6aa5f6c2f30192c2_194fcf79a1c3965a_27081cdb52b0f05a_0314e6124558f9fda7b4e32c97167709","Tint",282026,42304,"211520","2","2",NA,NA,NA,NA,NA
"21","224","False","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace menos de un mes",NA,NA,NA,NA,NA,NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.
","70000",NA,NA,NA,NA,"12.879","46.035","46.689","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3a7b8091b05fc234_194fcf79a1c3965a_d9dc9324856330af_6a0d7796fb3e10894d53ef58ca7e7cb8","Tdeu",282026,42304,"1000000","1","3","6912","218938","35750","247776","70000"
"100","1173","True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace menos de un mes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.
","180000","25.852","26.796","35.122","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.",2e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75.242","75.242","79.326","1","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Nunca1","De forma automática pagando el monto total",NA,"Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","No estoy seguro","Nada
1
","Mucho
7
","Compra en la tienda","Pensionado/a",NA,"De $1.500.001 a $2.000.000","Estudios de Postgrado","rebajar al máximo la deuda","6f074b2b4596132f_194fcf79a1c3965a_d492310bc89f7720_2e872f04d78d1606dc094226194f8ff3","Tdeu",282026,42304,"211520","1","2","3326","105352","30371","132397","180000"
"4","119","False","ES","Sí","Sí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f94d8495a02a0afd_194fcf79a1c3965a_d9dc9324856330af_25ba571a709f79a5c4d283492ff87099",NA,NA,NA,NA,"1","3",NA,NA,NA,NA,NA
"100","755","True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace menos de un mes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pago mínimo
Al pagar el mínimo, pagarás intereses adicionales pero evitarás gastos de cobranza.",NA,"60.426","113.757","116.054","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pago mínimo
Al pagar el mínimo, pagarás intereses adicionales pero evitarás gastos de cobranza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31.242","56.552","59.394","2","Siempre5","Nunca1","A veces3","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 12.000","Mucho
7
","6","Compra en la tienda que está más lejos","Empleado/a",NA,"De $1.500.001 a $2.000.000","Algún estudio universitario o técnico (incompleto)","QUE UNO DEBE COTIZAR PARA SABER CUAL ES LA MEJOR OPCIÓN A TOMAR, ES DECIR, UNO DEBE DARSE UN TIEMPO PARA TOMAR LA MEJOR DESICION","3b335fd565a42d88_194fcf79a1c3965a_c31a26543cb0225b_c0d2cf6a0f167a86a1607535ee67aa0a","Tint",282026,42304,"211520","1","4","9194","291220","39173","321199","0"
"100","592","True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace más de 6 meses, pero menos de un año","Total a pagar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.204","52.774","53.907","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total a pagar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.524","20.189","21.309","2","Casi siempre4","Nunca1","Nunca1","Nunca1","Nunca1","Casi nunca2","De forma presencial",NA,"Falso","Valdrían lo mismo","$ 12.000","Mucho
7
","Nada
1
","Compra en la tienda que está más lejos","Pensionado/a",NA,"De $250.000 a $500.000","Título universitario o técnico","Calidad del producto y precio","3a7b8091b05fc234_194fcf79a1c3965a_d9dc9324856330af_6a0d7796fb3e10894d53ef58ca7e7cb8","Cint",282026,42304,"1000000","1","3","9194","291220","39173","321199","0"
"83","172","False","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace más de 6 meses, pero menos de un año","Otro monto:","60000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.125","17.8","21.071","2",NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:",120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.628","21.924","22.502","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9177a1c4c640f12b_194fcf79a1c3965a_d9dc9324856330af_56540823b8bfb59909a2db1104ed8463","Cdeu",282026,42304,"1000000","1","5","7238","229264","36239","258265","60000"
"100","350","True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace menos de un mes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.
","200000","4.711","34.804","35.335","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.",2e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.533","19.556","20.603","4","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","Valdrían lo mismo","$ 1.000","Nada
1
","Mucho
7
","Compra en la tienda que está más lejos","Empleado/a",NA,"De $500.001 a $1.000.000","Título universitario o técnico","Pagar lo más posible para evitar los intereses","3b1aa17f3cb46803_194fcf79a1c3965a_044bf447a47bf724_7c774aa40a1b289a2f481626540a87cc","Tint",282026,42304,"211520","2","4","2674","84700","29393","111419","200000"
"100","245","True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace más de un mes, pero menos de 6 meses",NA,NA,NA,NA,NA,NA,"Pago mínimo
Al pagar el mínimo, pagarás intereses adicionales pero evitarás gastos de cobranza.",NA,NA,NA,NA,NA,"15.029","19.075","20.101","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.",1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.792","16.493","21.655","7","A veces3","A veces3","Casi nunca2","Nunca1","Nunca1","Casi nunca2","De forma presencial",NA,"Verdadero","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 12.000","4","3","Compra en la tienda que está más lejos","Empleado/a",NA,"De $1.000.001 a $1.500.000","Título universitario o técnico","No aplazar tanto la deuda por el intrtes","dfccac3afd987474_194fcf79a1c3965a_044bf447a47bf724_fe0d33e7a529a96c0c605172bb4c2e20","Tdeu",282026,42304,"1000000","1","4","9194","291220","39173","321199","0"
"100","342","True","ES","Sí","Sí","Usé 3 o más tarjetas de crédito","Hace menos de un mes",NA,NA,NA,NA,"Otro monto:","100000",NA,NA,NA,NA,NA,NA,"27.388","37.27","37.96","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pago mínimo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.381","35.005","36.252","12","Casi siempre4","A veces3","A veces3","Nunca1","Nunca1","Casi nunca2","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 1.000","Nada
1
","Mucho
7
","Compra en la tienda que está más lejos","Estudiante",NA,"Menos de $250.000","Algún estudio universitario o técnico (incompleto)",NA,"c377badc3075c5bb_194fcf79a1c3965a_044bf447a47bf724_d814ed32d8e38de21eff6d8a831968bb","Cdeu",282026,42304,"211520","2","6","5934","187960","34283","216309","100000"
"100","359","True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace más de 6 meses, pero menos de un año","Total a pagar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.687","15.805","18.205","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total a pagar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.995","7.73","8.494","3","Casi siempre4","Casi nunca2","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 1.000","Nada
1
","Mucho
7
","Compra en la tienda","Pensionado/a",NA,"De $500.001 a $1.000.000","Título universitario o técnico","Era como hacer una compra al contado, con un desfase de días.","9ab5151386379258_194fcf79a1c3965a_044bf447a47bf724_3aec6004e3d3820590b0c2e12a65b00d","Cint",282026,42304,"1000000","1","3","9194","291220","39173","321199","0"
